class_id,label,video_name,frame_count,fps,width,height,duration_seconds
7,goodmorning,manideepgoodmorning-2.mp4,61,30.0,472,850,2.033333333333333
7,goodmorning,manideepgoodmorning-3.mp4,49,30.0,472,850,1.6333333333333333
8,grey,0403(15).mp4,83,30.0,1920,1080,2.7666666666666666
8,grey,0403(16).mp4,66,30.0,1920,1080,2.2
8,grey,0403(17).mp4,83,30.0,1920,1080,2.7666666666666666
8,grey,Grey -1.mp4,100,30.0,1280,720,3.3333333333333335
8,grey,Grey -2.mp4,110,30.0,1280,720,3.6666666666666665
8,grey,Grey -3.mp4,117,30.0,1280,720,3.9
8,grey,Grey1.mp4,89,30.0,1272,720,2.966666666666667
8,grey,Grey2.mp4,114,30.0,1272,720,3.8
8,grey,Grey3.mp4,90,30.0,1272,720,3.0
8,grey,NachikethGrey1.mp4,101,29.989607561736033,474,850,3.367833333333333
8,grey,NachikethGrey2.mp4,99,29.990306163664272,474,850,3.3010666666666664
8,grey,NachikethGrey3.mp4,102,29.989121593147583,474,850,3.4012333333333333
8,grey,krishnarajgrey.mp4,85,30.003529827038474,1920,1080,2.833
8,grey,krishnarajgrey_1.mp4,91,30.003297065611605,1920,1080,3.033
8,grey,krishnarajgrey_2.mp4,81,29.988893002591634,1920,1080,2.7009999999999996
8,grey,manideepgrey-1.mp4,88,30.0,472,850,2.933333333333333
8,grey,manideepgrey-2.mp4,64,30.0,472,850,2.1333333333333333
8,grey,manideepgrey-3.mp4,58,30.0,472,850,1.9333333333333333
9,hello,0403(18).mp4,72,30.0,1920,1080,2.4
9,hello,0403(19).mp4,62,30.0,1920,1080,2.066666666666667
9,hello,0403(20).mp4,59,30.0,1920,1080,1.9666666666666666
9,hello,Hello -1.mp4,97,30.0,1280,720,3.2333333333333334
9,hello,Hello -2.mp4,87,30.0,1280,720,2.9
9,hello,Hello -3.mp4,91,30.0,1280,720,3.033333333333333
9,hello,Hello1.mp4,52,30.0,1272,720,1.7333333333333334
9,hello,Hello2.mp4,90,30.0,1272,720,3.0
9,hello,Hello3.mp4,73,30.0,1272,720,2.433333333333333
9,hello,NachikethHello1.mp4,100,29.9895036737142,474,850,3.3345
9,hello,NachikethHello2.mp4,102,29.989121593147583,474,850,3.4012333333333333
9,hello,Nachikethhello3.mp4,107,29.712593141111675,474,850,3.601166666666667
9,hello,krishnarajhello.mp4,77,30.00779423226812,1920,1080,2.566
9,hello,krishnarajhello_1.mp4,90,29.990003332222592,1920,1080,3.001
9,hello,krishnarajhello_2.mp4,86,30.006978367062107,1920,1080,2.866
9,hello,manideephello-1.mp4,87,30.0,472,850,2.9
9,hello,manideephello-2.mp4,55,30.0,472,850,1.8333333333333333
9,hello,manideephello-3.mp4,48,30.0,472,850,1.6
10,youareperfect,0403(21).mp4,61,30.0,1920,1080,2.033333333333333
10,youareperfect,0403(22).mp4,67,30.0,1920,1080,2.2333333333333334
10,youareperfect,0403(23).mp4,63,30.0,1920,1080,2.1
10,youareperfect,NachikethYouArePerfect1.mp4,94,29.99042858662129,474,850,3.134333333333333
10,youareperfect,NachikethYouArePerfect2.mp4,104,29.990195513005364,474,850,3.4678
10,youareperfect,NachikethYouArePerfect3.mp4,110,29.989367406101472,474,850,3.6679666666666666
10,youareperfect,You Are Perfect_1.mp4,77,30.508642464464366,480,854,2.523875
10,youareperfect,You Are Perfect_2.mp4,75,30.800176259142006,480,854,2.435051
10,youareperfect,You Are Perfect_3.mp4,88,30.59466999128747,480,854,2.876318
10,youareperfect,You are perfect -1.mp4,93,30.0,1280,720,3.1
10,youareperfect,You are perfect -2.mp4,95,30.0,1280,720,3.1666666666666665
10,youareperfect,You are perfect -3.mp4,93,30.0,1280,720,3.1
10,youareperfect,You are perfect 1.mp4,80,30.0,1272,720,2.6666666666666665
10,youareperfect,You are perfect 2.mp4,112,30.0,1272,720,3.7333333333333334
10,youareperfect,You are perfect 3.mp4,91,30.0,1272,720,3.033333333333333
10,youareperfect,krishnarajyouareperfect.mp4,104,30.005770340450088,1920,1080,3.4659999999999997
10,youareperfect,krishnarajyouareperfect_1.mp4,123,29.992684711046085,1920,1080,4.101
10,youareperfect,krishnarajyouareperfect_2.mp4,113,30.005310674455657,1920,1080,3.766
10,youareperfect,manideepyouareperfect-1.mp4,115,30.0,472,850,3.8333333333333335
10,youareperfect,manideepyouareperfect-2.mp4,87,30.0,472,850,2.9
10,youareperfect,manideepyouareperfect-3.mp4,80,30.0,472,850,2.6666666666666665
11,monsoon,0403(24).mp4,71,30.0,1920,1080,2.3666666666666667
11,monsoon,0403(25).mp4,70,30.0,1920,1080,2.3333333333333335
11,monsoon,0403(26).mp4,76,30.0,1920,1080,2.533333333333333
11,monsoon,Monsoon -1.mp4,104,30.0,1280,720,3.466666666666667
11,monsoon,Monsoon -2.mp4,89,30.0,1280,720,2.966666666666667
11,monsoon,Monsoon -3.mp4,83,30.0,1280,720,2.7666666666666666
11,monsoon,Monsoon 1.mp4,61,30.0,1272,720,2.033333333333333
11,monsoon,Monsoon 2.mp4,95,30.0,1272,720,3.1666666666666665
11,monsoon,Monsoon 3.mp4,80,30.0,1272,720,2.6666666666666665
11,monsoon,Monsoon_1.mp4,64,30.840549540042115,480,854,2.07519
11,monsoon,Monsoon_2.mp4,77,30.795528489263358,480,854,2.500363
11,monsoon,Monsoon_3.mp4,78,30.781677009441687,480,854,2.533975
11,monsoon,NachikethMonsoon1.mp4,89,29.990564766140988,474,850,2.9676
11,monsoon,NachikethMonsoon2.mp4,93,29.989358614685113,474,850,3.1010999999999997
11,monsoon,NachikethMonsoon3.mp4,93,29.99032570138665,474,850,3.101
11,monsoon,krishnarajmonsoon.mp4,80,30.00750187546887,1920,1080,2.666
11,monsoon,krishnarajmonsoon_1.mp4,88,30.003409478349813,1920,1080,2.933
11,monsoon,krishnarajmonsoon_2.mp4,75,29.988004798080766,1920,1080,2.5010000000000003
11,monsoon,manideepmonsoon-1.mp4,103,30.0,472,850,3.433333333333333
11,monsoon,manideepmonsoon-2.mp4,79,30.0,472,850,2.6333333333333333
11,monsoon,manideepmonsoon-3.mp4,56,30.0,472,850,1.8666666666666667
12,afternoon,0403(83).mp4,41,30.0,1908,1080,1.3666666666666667
12,afternoon,0403(84).mp4,64,30.0,1908,1080,2.1333333333333333
12,afternoon,0403(85).mp4,65,30.0,1908,1080,2.1666666666666665
12,afternoon,Afternoon -1.mp4,66,30.0,1280,720,2.2
12,afternoon,Afternoon -2.mp4,77,30.0,1280,720,2.566666666666667
12,afternoon,Afternoon -3.mp4,66,30.0,1280,720,2.2
12,afternoon,Afternoon 1.mp4,98,30.0,1280,720,3.2666666666666666
12,afternoon,Afternoon 2.mp4,98,30.0,1280,720,3.2666666666666666
12,afternoon,Afternoon 3.mp4,71,30.0,1280,720,2.3666666666666667
12,afternoon,Afternoon_1.mp4,73,30.783568321599734,848,480,2.371395
12,afternoon,Afternoon_2.mp4,70,30.785861900780684,848,480,2.273771
12,afternoon,Afternoon_3.mp4,64,30.66347127743063,848,480,2.087174
12,afternoon,manideepafternoon-1.mp4,70,30.0,848,478,2.3333333333333335
12,afternoon,manideepafternoon-2.mp4,47,30.0,848,478,1.5666666666666667
12,afternoon,manideepafternoon-3.mp4,41,30.0,848,478,1.3666666666666667
13,angry,0403(27).mp4,49,30.0,1920,1080,1.6333333333333333
13,angry,0403(28).mp4,84,30.0,1920,1080,2.8
13,angry,0403(29).mp4,70,30.0,1920,1080,2.3333333333333335
13,angry,Angry -1.mp4,114,30.0,1280,720,3.8
13,angry,Angry -2.mp4,106,30.0,1280,720,3.533333333333333
13,angry,Angry -3.mp4,114,30.0,1280,720,3.8
13,angry,Angry 1.mp4,84,30.0,1280,720,2.8
13,angry,Angry 2.mp4,113,30.0,1280,720,3.7666666666666666
13,angry,Angry 3.mp4,94,30.0,1280,720,3.1333333333333333
13,angry,Angry_1.mp4,58,30.809814732084757,848,480,1.882517
13,angry,Angry_2.mp4,66,30.709629748883636,848,480,2.149163
13,angry,Angry_3.mp4,86,30.571440657812087,848,480,2.8130830000000002
13,angry,krishnarajangry1.mp4,98,30.371900826446282,848,480,3.2266666666666666
13,angry,krishnarajangry2.mp4,84,29.473684210526315,848,480,2.85
13,angry,krishnarajangry3.mp4,75,29.801324503311257,848,480,2.5166666666666666
13,angry,manideepangry-1.mp4,103,30.0,1280,720,3.433333333333333
13,angry,manideepangry-2.mp4,100,30.0,1280,720,3.3333333333333335
13,angry,manideepangry-3.mp4,52,30.0,1280,720,1.7333333333333334
14,bad,0403(30).mp4,48,30.0,1920,1080,1.6
14,bad,0403(31).mp4,54,30.0,1920,1080,1.8
14,bad,0403(32).mp4,54,30.0,1920,1080,1.8
14,bad,Bad -1.mp4,79,30.0,1280,720,2.6333333333333333
14,bad,Bad -2.mp4,81,30.0,1280,720,2.7
14,bad,Bad -3.mp4,81,30.0,1280,720,2.7
14,bad,Bad1.mp4,100,30.0,1280,720,3.3333333333333335
14,bad,Bad2.mp4,100,30.0,1280,720,3.3333333333333335
14,bad,Bad3.mp4,100,30.0,1280,720,3.3333333333333335
14,bad,Bad_1.mp4,56,30.94668107897814,848,480,1.809564
14,bad,Bad_2.mp4,61,30.877273972027215,848,480,1.975563
14,bad,Bad_3.mp4,54,31.14934147984753,848,480,1.733584
14,bad,krishnarajbad1.mp4,75,29.801324503311257,848,480,2.5166666666666666
14,bad,krishnarajbad2.mp4,62,29.594272076372317,848,480,2.0949999999999998
14,bad,krishnarajbad3.mp4,62,29.594272076372317,848,480,2.0949999999999998
14,bad,manideepbad-1.mp4,74,30.0,848,478,2.466666666666667
14,bad,manideepbad-2.mp4,68,30.0,848,478,2.2666666666666666
14,bad,manideepbad-3.mp4,53,30.0,848,478,1.7666666666666666
15,boy,0403(33).mp4,63,30.0,1908,1080,2.1
15,boy,0403(34).mp4,97,30.0,1908,1080,3.2333333333333334
15,boy,0403(35).mp4,69,30.0,1908,1080,2.3
15,boy,Boy -1.mp4,97,30.0,1280,720,3.2333333333333334
15,boy,Boy -2.mp4,97,30.0,1280,720,3.2333333333333334
15,boy,Boy -3.mp4,105,30.0,1280,720,3.5
15,boy,Boy1.mp4,86,30.0,1280,720,2.8666666666666667
15,boy,Boy2.mp4,110,30.0,1280,720,3.6666666666666665
15,boy,Boy3.mp4,106,30.0,1280,720,3.533333333333333
15,boy,Boy_1.mp4,56,30.939670956599375,848,480,1.809974
15,boy,Boy_2.mp4,76,30.45735729525843,848,480,2.495292
15,boy,Boy_3.mp4,79,30.456128717623496,848,480,2.593895
15,boy,krishnarajboy1.mp4,94,29.936305732484076,848,480,3.14
15,boy,krishnarajboy2.mp4,116,29.92261392949269,848,480,3.876666666666667
15,boy,krishnarajboy3.mp4,123,30.0,848,480,4.1
15,boy,manideepboy-1.mp4,66,30.0,848,478,2.2
15,boy,manideepboy-2.mp4,61,30.0,848,478,2.033333333333333
15,boy,manideepboy-3.mp4,88,30.0,848,478,2.933333333333333
16,eat,0403(36).mp4,89,30.0,1908,1080,2.966666666666667
16,eat,0403(37).mp4,81,30.0,1908,1080,2.7
16,eat,0403(38).mp4,26,30.0,1908,1080,0.8666666666666667
16,eat,Eat -1.mp4,77,30.0,1280,720,2.566666666666667
16,eat,Eat -2.mp4,77,30.0,1280,720,2.566666666666667
16,eat,Eat -3.mp4,69,30.0,1280,720,2.3
16,eat,Eat_1.mp4,45,31.08870574954524,848,480,1.447471
16,eat,Eat_2.mp4,58,30.924707401615443,848,480,1.875523
16,eat,Eat_3.mp4,62,30.512727006076464,848,480,2.031939
16,eat,Food1.mp4,73,30.0,1280,720,2.433333333333333
16,eat,Food2.mp4,101,30.0,1280,720,3.3666666666666667
16,eat,Food3.mp4,82,30.0,1280,720,2.7333333333333334
16,eat,krishnarajeat1.mp4,118,29.96191282268303,848,480,3.9383333333333335
16,eat,krishnarajeat2.mp4,118,29.785443836769037,848,480,3.9616666666666664
16,eat,krishnarajeat3.mp4,114,30.052724077328648,848,480,3.793333333333333
16,eat,manideepeat-1.mp4,99,30.0,848,478,3.3
16,eat,manideepeat-2.mp4,84,30.0,848,478,2.8
16,eat,manideepeat-3.mp4,57,30.0,848,478,1.9
17,friend,0403(39).mp4,58,30.0,1908,1080,1.9333333333333333
17,friend,0403(40).mp4,66,30.0,1908,1080,2.2
17,friend,0403(41).mp4,57,30.0,1908,1080,1.9
17,friend,Friend -1.mp4,77,30.0,1280,720,2.566666666666667
17,friend,Friend -2.mp4,77,30.0,1280,720,2.566666666666667
17,friend,Friend -3.mp4,76,30.0,1280,720,2.533333333333333
17,friend,Friend1.mp4,92,30.0,1280,720,3.066666666666667
17,friend,Friend2.mp4,103,30.0,1280,720,3.433333333333333
17,friend,Friend3.mp4,92,30.0,1280,720,3.066666666666667
17,friend,Friend_1.mp4,53,30.96785653351657,848,480,1.711452
17,friend,Friend_2.mp4,71,30.78427937904206,848,480,2.306372
17,friend,Friend_3.mp4,66,30.489607663424298,848,480,2.164672
17,friend,KrishnarajFriend1.mp4,76,29.921259842519685,848,480,2.54
17,friend,KrishnarajFriend2.mp4,79,30.268199233716476,848,480,2.61
17,friend,KrishnarajFriend3.mp4,90,30.066815144766146,848,480,2.9933333333333336
17,friend,manideepfriend-1.mp4,100,30.0,848,478,3.3333333333333335
17,friend,manideepfriend-2.mp4,73,30.0,848,478,2.433333333333333
17,friend,manideepfriend-3.mp4,51,30.0,848,478,1.7
18,drinking,0403(42).mp4,73,30.0,1908,1080,2.433333333333333
18,drinking,0403(43).mp4,64,30.0,1908,1080,2.1333333333333333
18,drinking,0403(44).mp4,82,30.0,1908,1080,2.7333333333333334
18,drinking,Drink 1.mp4,90,30.0,1280,720,3.0
18,drinking,Drink 2.mp4,94,30.0,1280,720,3.1333333333333333
18,drinking,Drink3.mp4,92,30.0,1280,720,3.066666666666667
18,drinking,Drink_1.mp4,62,30.64341786797926,848,480,2.023273
18,drinking,Drink_2.mp4,76,30.528880722859626,848,480,2.489446
18,drinking,Drink_3.mp4,67,30.5037118919859,848,480,2.196454
18,drinking,Drinking -1.mp4,78,30.0,1280,720,2.6
18,drinking,Drinking -2.mp4,78,30.0,1280,720,2.6
18,drinking,Drinking -3.mp4,77,30.0,1280,720,2.566666666666667
18,drinking,krishnarajdrink1.mp4,54,29.944547134935306,848,480,1.8033333333333332
18,drinking,krishnarajdrink2.mp4,71,30.084745762711865,848,480,2.36
18,drinking,krishnarajdrink3.mp4,103,29.97090203685742,848,480,3.4366666666666665
18,drinking,manideepdrinking-1.mp4,83,30.0,848,478,2.7666666666666666
18,drinking,manideepdrinking-2.mp4,75,30.0,848,478,2.5
18,drinking,manideepdrinking-3.mp4,54,30.0,848,478,1.8
19,girl,0403(86).mp4,63,30.0,1908,1080,2.1
19,girl,0403(87).mp4,99,30.0,1908,1080,3.3
19,girl,0403(88).mp4,89,30.0,1908,1080,2.966666666666667
19,girl,Girl -1.mp4,95,30.0,1280,720,3.1666666666666665
19,girl,Girl -2.mp4,96,30.0,1280,720,3.2
19,girl,Girl -3.mp4,96,30.0,1280,720,3.2
19,girl,Girl 1.mp4,84,30.0,1280,720,2.8
19,girl,Girl 2.mp4,97,30.0,1280,720,3.2333333333333334
19,girl,Girl 3.mp4,98,30.0,1280,720,3.2666666666666666
19,girl,Girl_1.mp4,69,30.827049529686448,848,480,2.2382940000000002
19,girl,Girl_2.mp4,76,30.41004747968729,848,480,2.499174
19,girl,Girl_3.mp4,70,30.55991883285558,848,480,2.290582
19,girl,KrishnarajGirl1.mp4,102,30.192402565367537,848,480,3.3783333333333334
19,girl,KrishnarajGirl2.mp4,128,30.023455824863174,848,480,4.263333333333334
19,girl,KrishnarajGirl3.mp4,117,30.038510911424904,848,480,3.895
19,girl,manideep girl-1.mp4,96,30.0,848,478,3.2
19,girl,manideep girl-2.mp4,66,30.0,848,478,2.2
19,girl,manideep girl-3.mp4,62,30.0,848,478,2.066666666666667
20,brother,0403(89).mp4,115,30.0,1908,1080,3.8333333333333335
20,brother,0403(90).mp4,122,30.0,1908,1080,4.066666666666666
20,brother,0403(91).mp4,106,30.0,1908,1080,3.533333333333333
20,brother,Brother -1.mp4,118,30.0,1280,720,3.933333333333333
20,brother,Brother -2.mp4,127,30.0,1280,720,4.233333333333333
20,brother,Brother -3.mp4,118,30.0,1280,720,3.933333333333333
20,brother,Brother 1.mp4,96,30.0,1280,720,3.2
20,brother,Brother 2.mp4,119,30.0,1280,720,3.966666666666667
20,brother,Brother 3.mp4,112,30.0,1280,720,3.7333333333333334
20,brother,Brother_1.mp4,76,30.46992237787274,848,480,2.494263
20,brother,Brother_2.mp4,87,30.567812936228165,848,480,2.8461309999999997
20,brother,Brother_3.mp4,80,30.43822676022363,848,480,2.628274
20,brother,krishnarajBrother1.mp4,130,29.87361164304864,848,480,4.351666666666667
20,brother,krishnarajBrother2.mp4,106,29.929411764705883,848,480,3.5416666666666665
20,brother,krishnarajBrother3.mp4,142,29.968343299331693,848,480,4.738333333333333
20,brother,manideepbrother-1.mp4,88,30.0,848,478,2.933333333333333
20,brother,manideepbrother-2.mp4,66,30.0,848,478,2.2
20,brother,manideepbrother-3.mp4,61,30.0,848,478,2.033333333333333
21,good,0403(92).mp4,47,30.0,1908,1080,1.5666666666666667
21,good,0403(93).mp4,58,30.0,1908,1080,1.9333333333333333
21,good,0403(94).mp4,60,30.0,1908,1080,2.0
21,good,GOOD 1.mp4,54,30.016675931072818,1278,720,1.799
21,good,GOOD 2.mp4,62,30.00968054211036,1278,720,2.066
21,good,GOOD 3.mp4,74,30.008110300081103,1278,720,2.466
21,good,Good -1.mp4,96,30.0,1280,720,3.2
21,good,Good -2.mp4,85,30.0,1280,720,2.8333333333333335
21,good,Good -3.mp4,96,30.0,1280,720,3.2
21,good,Good1.mp4,95,30.0,1280,720,3.1666666666666665
21,good,Good2.mp4,92,30.0,1280,720,3.066666666666667
21,good,Good3.mp4,79,30.0,1280,720,2.6333333333333333
21,good,KrishnarajGood1.mp4,70,30.346820809248555,848,480,2.3066666666666666
21,good,KrishnarajGood2.mp4,57,30.0,848,480,1.9
21,good,KrishnarajGood3.mp4,84,30.0357568533969,848,480,2.796666666666667
21,good,manideepgood-1.mp4,89,30.0,848,478,2.966666666666667
21,good,manideepgood-2.mp4,66,30.0,848,478,2.2
21,good,manideepgood-3.mp4,50,30.0,848,478,1.6666666666666667
22,father,0403(95).mp4,80,30.0,1908,1080,2.6666666666666665
22,father,0403(96).mp4,83,30.0,1908,1080,2.7666666666666666
22,father,0403(97).mp4,85,30.0,1908,1080,2.8333333333333335
22,father,Father -1.mp4,84,30.0,1280,720,2.8
22,father,Father -2.mp4,84,30.0,1280,720,2.8
22,father,Father -3.mp4,84,30.0,1280,720,2.8
22,father,Father 3.mp4,95,30.0,1280,720,3.1666666666666665
22,father,Father1.mp4,114,30.0,1280,720,3.8
22,father,Father2.mp4,116,30.0,1280,720,3.8666666666666667
22,father,Father_1.mp4,49,30.96767669745528,848,480,1.582295
22,father,Father_2.mp4,62,30.999705502797724,848,480,2.000019
