class_id,true_label,video_name,split,predicted_id,predicted_label,confidence,correct,status,error
16,eat,Eat_2.mp4,test,33,sorry,0.09666666666666666,False,SUCCESS,
16,eat,manideepeat-1.mp4,test,33,sorry,0.11666666666666667,False,SUCCESS,
17,friend,0403(40).mp4,test,42,tommorow,0.11333333333333333,False,SUCCESS,
17,friend,KrishnarajFriend2.mp4,test,33,sorry,0.2633333333333333,False,SUCCESS,
17,friend,manideepfriend-1.mp4,test,7,black,0.08576008251008249,False,SUCCESS,
18,drinking,0403(42).mp4,test,33,sorry,0.3233333333333333,False,SUCCESS,
18,drinking,Drinking -2.mp4,test,33,sorry,0.11333333333333333,False,SUCCESS,
19,girl,0403(86).mp4,test,33,sorry,0.22,False,SUCCESS,
19,girl,Girl -2.mp4,test,41,today,0.08333333333333333,False,SUCCESS,
19,girl,manideep girl-1.mp4,test,33,sorry,0.16333333333333333,False,SUCCESS,
20,brother,Brother -2.mp4,test,33,sorry,0.3566666666666667,False,SUCCESS,
20,brother,Brother 3.mp4,test,33,sorry,0.2966666666666667,False,SUCCESS,
21,good,0403(94).mp4,test,41,today,0.13666666666666666,False,SUCCESS,
21,good,Good1.mp4,test,33,sorry,0.17666666666666667,False,SUCCESS,
21,good,KrishnarajGood3.mp4,test,42,tommorow,0.08666666666666667,False,SUCCESS,
22,father,Father1.mp4,test,33,sorry,0.22666666666666666,False,SUCCESS,
22,father,Father2.mp4,test,33,sorry,0.26,False,SUCCESS,
22,father,Father_2.mp4,test,33,sorry,0.24666666666666667,False,SUCCESS,
23,evening,0403(100).mp4,test,15,evening,0.08333333333333333,True,SUCCESS,
23,evening,Evening 2.mp4,test,15,evening,0.20666666666666667,True,SUCCESS,
23,evening,KrishnarajEvening1.mp4,test,15,evening,0.17333333333333334,True,SUCCESS,
24,help,Help -3.mp4,test,33,sorry,0.09333333333333334,False,SUCCESS,
24,help,Help_1.mp4,test,33,sorry,0.2866666666666667,False,SUCCESS,
24,help,manideephelp-2.mp4,test,33,sorry,0.09,False,SUCCESS,
25,mother,KrishnarajMother1.mp4,test,33,sorry,0.31,False,SUCCESS,
25,mother,Mother_1.mp4,test,33,sorry,0.17666666666666667,False,SUCCESS,
25,mother,manideepmother-1.mp4,test,7,black,0.13866636359283416,False,SUCCESS,
26,NAME,Name3.mp4,test,33,sorry,0.11333333333333333,False,SUCCESS,
26,NAME,manideepname-2.mp4,test,33,sorry,0.11666666666666667,False,SUCCESS,
27,Night,0403(75).mp4,test,33,sorry,0.13666666666666666,False,SUCCESS,
27,Night,KrishnarajNight3.mp4,test,33,sorry,0.2,False,SUCCESS,
28,Music,0403(64).mp4,test,6,bird,0.12030315055315055,False,SUCCESS,
28,Music,Music_1.mp4,test,0,Music,0.06333333333333334,True,SUCCESS,
29,nose,KrishnarajNose2.mp4,test,33,sorry,0.27666666666666667,False,SUCCESS,
29,nose,Nose_2.mp4,test,33,sorry,0.28,False,SUCCESS,
29,nose,manideepnose-1.mp4,test,7,black,0.23307414045649358,False,SUCCESS,
30,sleep,KrishnarajSleep3.mp4,test,33,sorry,0.11333333333333333,False,SUCCESS,
30,sleep,Sleep -2.mp4,test,33,sorry,0.17,False,SUCCESS,
30,sleep,Sleep_1.mp4,test,33,sorry,0.11333333333333333,False,SUCCESS,
31,sit,Sit3.mp4,test,6,bird,0.15023063973063974,False,SUCCESS,
31,sit,Sit_3.mp4,test,6,bird,0.2129604377104377,False,SUCCESS,
31,sit,manideepsit-3.mp4,test,6,bird,0.08897546897546897,False,SUCCESS,
32,sorry,0403(60).mp4,test,33,sorry,0.24333333333333335,True,SUCCESS,
32,sorry,0403(61).mp4,test,33,sorry,0.24666666666666667,True,SUCCESS,
32,sorry,manideepsorry-1.mp4,test,33,sorry,0.28,True,SUCCESS,
33,stand,0403(69).mp4,test,33,sorry,0.12333333333333334,False,SUCCESS,
33,stand,KrishnarajStand1.mp4,test,33,sorry,0.11,False,SUCCESS,
34,stop,0403(65).mp4,test,33,sorry,0.2633333333333333,False,SUCCESS,
34,stop,KrishnarajStop1.mp4,test,33,sorry,0.17666666666666667,False,SUCCESS,
34,stop,STOP 3.mp4,test,33,sorry,0.19,False,SUCCESS,
35,student,STUDENT 3.mp4,test,6,bird,0.10603342953342954,False,SUCCESS,
35,student,Student 3(1).mp4,test,21,goodmorning,0.1034225589225589,False,SUCCESS,
36,study,Study 2(1).mp4,test,33,sorry,0.10333333333333333,False,SUCCESS,
36,study,manideepstudy-2.mp4,test,37,study,0.22666666666666666,True,SUCCESS,
37,teacher,0403(109).mp4,test,33,sorry,0.16666666666666666,False,SUCCESS,
37,teacher,TEACHER 2.mp4,test,37,study,0.15666666666666668,False,SUCCESS,
38,thankyou,THANKYOU 2.mp4,test,6,bird,0.17045923520923517,False,SUCCESS,
38,thankyou,Thank you 1.mp4,test,6,bird,0.16181481481481483,False,SUCCESS,
38,thankyou,Thankyou -1.mp4,test,32,sleep,0.18666666666666668,False,SUCCESS,
39,today,Today -1.mp4,test,33,sorry,0.15,False,SUCCESS,
39,today,manideeptoday-2.mp4,test,41,today,0.11,True,SUCCESS,
40,tommorow,Tomorrow 3(1).mp4,test,33,sorry,0.13,False,SUCCESS,
40,tommorow,krishnarajtommorow_2.mp4,test,33,sorry,0.13666666666666666,False,SUCCESS,
40,tommorow,manideeptomorrow-3.mp4,test,33,sorry,0.12333333333333334,False,SUCCESS,
41,welcome,WELCOME 2.mp4,test,6,bird,0.10774074074074075,False,SUCCESS,
41,welcome,WELCOME 3.mp4,test,0,Music,0.06666666666666667,False,SUCCESS,
41,welcome,manideepwelcome-2.mp4,test,33,sorry,0.12333333333333334,False,SUCCESS,
42,work,0403(125).mp4,test,32,sleep,0.14,False,SUCCESS,
42,work,Work -3.mp4,test,32,sleep,0.11333333333333333,False,SUCCESS,
42,work,manideepwork-3.mp4,test,32,sleep,0.14666666666666667,False,SUCCESS,
43,yesterday,Yesterday -2.mp4,test,33,sorry,0.23,False,SUCCESS,
43,yesterday,Yesterday 3(1).mp4,test,33,sorry,0.2,False,SUCCESS,
43,yesterday,manideepyesterday-1.mp4,test,33,sorry,0.22,False,SUCCESS,
44,teeth,0403(134).mp4,test,33,sorry,0.31,False,SUCCESS,
44,teeth,KrishnarajTeeth2.mp4,test,33,sorry,0.27666666666666667,False,SUCCESS,
44,teeth,manideepteeth-2.mp4,test,33,sorry,0.23333333333333334,False,SUCCESS,
45,hand,Hand -1.mp4,test,0,Music,0.07333333333333333,False,SUCCESS,
45,hand,Hand -3.mp4,test,33,sorry,0.08333333333333333,False,SUCCESS,
45,hand,krishnarajhand3.mp4,test,23,hand,0.11333333333333333,True,SUCCESS,
46,write,0403(137).mp4,test,33,sorry,0.09333333333333334,False,SUCCESS,
46,write,0403(139).mp4,test,33,sorry,0.11666666666666667,False,SUCCESS,
46,write,manideepwrite-3.mp4,test,33,sorry,0.16,False,SUCCESS,
47,umberlla,UMBRELLA 2.mp4,test,33,sorry,0.14333333333333334,False,SUCCESS,
47,umberlla,Umbrella-2.mp4,test,32,sleep,0.11666666666666667,False,SUCCESS,
47,umberlla,manideepumbrella-1.mp4,test,32,sleep,0.15,False,SUCCESS,
48,ring,0403(140).mp4,test,44,welcome,0.24666666666666667,False,SUCCESS,
48,ring,KrishnarajRing1.mp4,test,37,study,0.17333333333333334,False,SUCCESS,
50,power,POWER 2.mp4,test,33,sorry,0.17333333333333334,False,SUCCESS,
50,power,Power 2(1).mp4,test,33,sorry,0.16333333333333333,False,SUCCESS,
50,power,Power 3(1).mp4,test,33,sorry,0.14333333333333334,False,SUCCESS,
